#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: 2018-06-01 to 2018-08-31
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1070: Anchorage Hillside, AK
#	SNOTEL 960: Eagle Summit, AK
#	SNOTEL 1268: Fielding Lake, AK
#	SNOLITE 1264: Horsepasture Pass, AK
#	SNOTEL 946: Indian Pass, AK
#	SNOTEL 1094: Monahan Flat, AK
#	SNOTEL 1103: Mt. Alyeska, AK
#	SNOTEL 1089: Tokositna Valley, AK
#	SNOTEL 1090: Upper Nome Creek, AK
#	SNOTEL 1055: Upper Tsaina River, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency  
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                      
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                     
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily; Date Range: 2018-06-01 to 2018-08-31
#
# As of: Sep 30, 2021 11:23:12 AM GMT-08:00
#
Date,Station Name,Network Code,Station Id,Latitude,Longitude,Elevation (ft),Air Temperature Average (degF),Air Temperature Maximum (degF),Precipitation Increment (in),Precipitation Accumulation (in) Start of Day Values
2018-06-09,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,47,54,0.10,12.7
2018-06-10,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,38,45,0.10,12.8
2018-06-11,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,33,39,0.00,12.9
2018-06-12,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,35,40,0.30,12.9
2018-06-13,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,42,49,0.00,13.2
2018-06-14,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,43,50,0.00,13.2
2018-06-15,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,41,52,0.30,13.2
2018-06-16,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,43,50,0.30,13.5
2018-06-17,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,48,56,0.00,13.8
2018-06-18,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,52,60,0.00,13.8
2018-06-19,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,56,0.00,13.8
2018-06-20,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,56,65,0.00,13.8
2018-06-21,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,60,69,0.30,13.8
2018-06-22,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,48,56,0.30,14.1
2018-06-23,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,57,0.00,14.4
2018-06-24,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,51,57,0.00,14.4
2018-06-25,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,52,57,0.00,14.4
2018-06-26,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,53,60,0.00,14.4
2018-06-27,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,55,0.10,14.4
2018-06-28,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,46,51,0.30,14.5
2018-06-29,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,60,0.00,14.8
2018-06-30,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,58,0.80,14.8
2018-07-01,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,51,57,0.10,15.6
2018-07-02,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,52,59,0.00,15.7
2018-07-03,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,54,61,0.00,15.7
2018-07-04,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,55,62,0.00,15.7
2018-07-05,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,51,55,0.10,15.7
2018-07-06,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,53,61,0.00,15.8
2018-07-07,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,56,63,0.00,15.8
2018-07-08,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,56,0.10,15.8
2018-07-09,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,52,61,0.00,15.9
2018-07-10,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,56,0.00,15.9
2018-07-11,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,43,44,0.60,15.9
2018-07-12,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,47,55,0.00,16.5
2018-07-13,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,58,65,0.00,16.5
2018-07-14,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,59,0.20,16.5
2018-07-15,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,46,51,0.20,16.7
2018-07-16,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,44,50,0.20,16.9
2018-07-17,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,43,50,0.10,17.1
2018-07-18,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,47,53,0.00,17.2
2018-07-19,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,54,0.00,17.2
2018-07-20,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,58,0.00,17.2
2018-07-21,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,58,67,0.00,17.2
2018-07-22,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,65,74,0.00,17.2
2018-07-23,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,66,75,0.00,17.2
2018-07-24,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,66,73,0.00,17.2
2018-07-25,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,66,73,0.00,17.2
2018-07-26,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,59,62,0.00,17.2
2018-07-27,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,53,63,0.00,17.2
2018-07-28,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,53,59,0.00,17.2
2018-07-29,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,58,68,0.00,17.2
2018-07-30,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,60,67,0.00,17.2
2018-07-31,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,60,68,0.00,17.2
2018-08-01,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,54,61,0.00,17.2
2018-08-02,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,53,0.10,17.2
2018-08-03,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,50,56,0.10,17.3
2018-08-04,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,53,0.10,17.4
2018-08-05,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,48,49,0.60,17.5
2018-08-06,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,45,47,0.20,18.1
2018-08-07,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,43,49,0.10,18.3
2018-08-08,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,40,45,0.00,18.4
2018-08-09,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,41,48,0.00,18.4
2018-08-10,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,42,49,0.00,18.4
2018-08-11,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,49,56,0.00,18.4
2018-08-12,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,51,56,0.00,18.4
2018-08-13,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,48,57,0.30,18.4
2018-08-14,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,38,41,0.70,18.7
2018-08-15,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,41,43,0.10,19.4
2018-08-16,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,40,42,0.10,19.5
2018-08-17,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,40,42,0.20,19.6
2018-08-18,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,44,50,0.00,19.8
2018-08-19,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,48,56,0.00,19.8
2018-08-20,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,52,58,0.00,19.8
2018-08-21,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,47,50,0.40,19.8
2018-08-22,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,33,36,0.10,20.2
2018-08-23,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,41,49,0.10,20.3
2018-08-24,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,42,44,0.50,20.4
2018-08-25,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,40,44,0.10,20.9
2018-08-26,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,44,52,0.10,21.0
2018-08-27,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,42,44,0.30,21.1
2018-08-28,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,41,43,0.30,21.4
2018-08-29,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,38,40,0.10,21.7
2018-08-30,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,37,39,0.40,21.8
2018-08-31,Eagle Summit,SNTL,960,65.48588,-145.41212,3650,35,42,0.40,22.2
2018-06-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,57,,12.9
2018-06-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,63,,
2018-06-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,65,,
2018-06-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,65,,
2018-06-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,68,,
2018-06-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,60,,
2018-06-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,60,,
2018-06-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,57,,
2018-06-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,63,,
2018-06-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,46,58,,
2018-06-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,36,43,,
2018-06-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,40,48,,
2018-06-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,56,,
2018-06-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,45,56,,
2018-06-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,47,56,,
2018-06-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,60,,
2018-06-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,58,,
2018-06-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,60,,
2018-06-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,59,,
2018-06-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,72,,
2018-06-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,72,,
2018-06-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,56,,
2018-06-23,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,59,,
2018-06-24,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,58,,
2018-06-25,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,53,64,,
2018-06-26,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,54,,
2018-06-27,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,49,56,,
2018-06-28,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,59,,
2018-06-29,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,51,62,,
2018-06-30,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,61,,
2018-07-01,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,54,64,,
2018-07-02,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,57,69,,
2018-07-03,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,58,75,,
2018-07-04,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,59,74,,
2018-07-05,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,64,,
2018-07-06,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,55,68,,
2018-07-07,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,56,73,,
2018-07-08,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,52,58,,
2018-07-09,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,50,54,,
2018-07-10,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,48,53,,
2018-07-11,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,43,,
2018-07-12,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-13,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-14,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-15,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-16,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-17,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-18,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-19,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-20,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-21,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
2018-07-22,Fielding Lake,SNTL,1268,63.20267,-145.63050,3000,,,,
