"ID","Name","Region","Unit","Year","MONTH","START","END","SNWDavg_in","SNWDmin_in","SNWDmax_in","MISSING_pcnt"
"UNKNOWN","Yankee Slough",5,"21E","2000","09","2000-09-01","2000-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2000","10","2000-10-01","2000-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2000","11","2000-11-01","2000-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2000","12","2000-12-01","2000-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","01","2001-01-01","2001-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","02","2001-02-01","2001-03-01",34,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","03","2001-03-01","2001-04-01",38,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","04","2001-04-01","2001-05-01",39,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","05","2001-05-01","2001-06-01",39,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","06","2001-06-01","2001-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","07","2001-07-01","2001-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","08","2001-08-01","2001-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","09","2001-09-01","2001-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","10","2001-10-01","2001-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","11","2001-11-01","2001-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2001","12","2001-12-01","2001-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","01","2002-01-01","2002-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","02","2002-02-01","2002-03-01",40,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","03","2002-03-01","2002-04-01",45,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","04","2002-04-01","2002-05-01",39,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","05","2002-05-01","2002-06-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","06","2002-06-01","2002-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","07","2002-07-01","2002-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","08","2002-08-01","2002-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","09","2002-09-01","2002-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","10","2002-10-01","2002-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","11","2002-11-01","2002-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2002","12","2002-12-01","2002-13-01",15,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","01","2003-01-01","2003-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","02","2003-02-01","2003-03-01",21,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","03","2003-03-01","2003-04-01",37,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","04","2003-04-01","2003-05-01",33,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","05","2003-05-01","2003-06-01",15,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","06","2003-06-01","2003-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","07","2003-07-01","2003-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","08","2003-08-01","2003-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","09","2003-09-01","2003-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","10","2003-10-01","2003-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","11","2003-11-01","2003-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2003","12","2003-12-01","2003-13-01",24,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","01","2004-01-01","2004-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","02","2004-02-01","2004-03-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","03","2004-03-01","2004-04-01",46,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","04","2004-04-01","2004-05-01",47,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","05","2004-05-01","2004-06-01",39,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","06","2004-06-01","2004-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","07","2004-07-01","2004-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","08","2004-08-01","2004-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","09","2004-09-01","2004-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","10","2004-10-01","2004-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","11","2004-11-01","2004-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2004","12","2004-12-01","2004-13-01",23,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","01","2005-01-01","2005-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","02","2005-02-01","2005-03-01",32,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","03","2005-03-01","2005-04-01",44,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","04","2005-04-01","2005-05-01",42,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","05","2005-05-01","2005-06-01",26,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","06","2005-06-01","2005-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","07","2005-07-01","2005-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","08","2005-08-01","2005-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","09","2005-09-01","2005-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","10","2005-10-01","2005-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","11","2005-11-01","2005-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2005","12","2005-12-01","2005-13-01",20,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","01","2006-01-01","2006-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","02","2006-02-01","2006-03-01",24,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","03","2006-03-01","2006-04-01",31,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","04","2006-04-01","2006-05-01",41,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","05","2006-05-01","2006-06-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","06","2006-06-01","2006-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","07","2006-07-01","2006-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","08","2006-08-01","2006-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","09","2006-09-01","2006-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","10","2006-10-01","2006-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","11","2006-11-01","2006-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2006","12","2006-12-01","2006-13-01",21,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","01","2007-01-01","2007-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","02","2007-02-01","2007-03-01",37,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","03","2007-03-01","2007-04-01",37,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","04","2007-04-01","2007-05-01",34,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","05","2007-05-01","2007-06-01",0,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","06","2007-06-01","2007-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","07","2007-07-01","2007-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","08","2007-08-01","2007-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","09","2007-09-01","2007-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","10","2007-10-01","2007-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","11","2007-11-01","2007-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2007","12","2007-12-01","2007-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","01","2008-01-01","2008-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","02","2008-02-01","2008-03-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","03","2008-03-01","2008-04-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","04","2008-04-01","2008-05-01",50,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","05","2008-05-01","2008-06-01",33,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","06","2008-06-01","2008-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","07","2008-07-01","2008-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","08","2008-08-01","2008-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","09","2008-09-01","2008-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","10","2008-10-01","2008-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","11","2008-11-01","2008-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2008","12","2008-12-01","2008-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","01","2009-01-01","2009-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","02","2009-02-01","2009-03-01",27,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","03","2009-03-01","2009-04-01",48,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","04","2009-04-01","2009-05-01",45,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","05","2009-05-01","2009-06-01",21,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","06","2009-06-01","2009-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","07","2009-07-01","2009-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","08","2009-08-01","2009-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","09","2009-09-01","2009-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","10","2009-10-01","2009-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","11","2009-11-01","2009-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2009","12","2009-12-01","2009-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","01","2010-01-01","2010-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","02","2010-02-01","2010-03-01",33,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","03","2010-03-01","2010-04-01",39,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","04","2010-04-01","2010-05-01",41,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","05","2010-05-01","2010-06-01",24,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","06","2010-06-01","2010-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","07","2010-07-01","2010-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","08","2010-08-01","2010-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","09","2010-09-01","2010-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","10","2010-10-01","2010-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","11","2010-11-01","2010-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2010","12","2010-12-01","2010-13-01",9,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","01","2011-01-01","2011-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","02","2011-02-01","2011-03-01",28,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","03","2011-03-01","2011-04-01",44,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","04","2011-04-01","2011-05-01",33,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","05","2011-05-01","2011-06-01",0,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","06","2011-06-01","2011-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","07","2011-07-01","2011-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","08","2011-08-01","2011-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","09","2011-09-01","2011-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","10","2011-10-01","2011-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","11","2011-11-01","2011-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2011","12","2011-12-01","2011-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","01","2012-01-01","2012-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","02","2012-02-01","2012-03-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","03","2012-03-01","2012-04-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","04","2012-04-01","2012-05-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","05","2012-05-01","2012-06-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","06","2012-06-01","2012-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","07","2012-07-01","2012-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","08","2012-08-01","2012-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","09","2012-09-01","2012-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","10","2012-10-01","2012-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","11","2012-11-01","2012-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2012","12","2012-12-01","2012-13-01",5,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","01","2013-01-01","2013-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","02","2013-02-01","2013-03-01",36,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","03","2013-03-01","2013-04-01",37,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","04","2013-04-01","2013-05-01",42,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","05","2013-05-01","2013-06-01",30,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","06","2013-06-01","2013-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","07","2013-07-01","2013-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","08","2013-08-01","2013-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","09","2013-09-01","2013-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","10","2013-10-01","2013-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","11","2013-11-01","2013-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2013","12","2013-12-01","2013-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","01","2014-01-01","2014-02-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","02","2014-02-01","2014-03-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","03","2014-03-01","2014-04-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","04","2014-04-01","2014-05-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","05","2014-05-01","2014-06-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","06","2014-06-01","2014-07-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","07","2014-07-01","2014-08-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","08","2014-08-01","2014-09-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","09","2014-09-01","2014-10-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","10","2014-10-01","2014-11-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","11","2014-11-01","2014-12-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2014","12","2014-12-01","2014-13-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2015","01","2015-01-01","2015-02-01",22,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2015","02","2015-02-01","2015-03-01",NA,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2015","03","2015-03-01","2015-04-01",29,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2015","04","2015-04-01","2015-05-01",29,NA,NA,NA
"UNKNOWN","Yankee Slough",5,"21E","2015","05","2015-05-01","2015-06-01",9,NA,NA,NA
