"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SCAN","2013","TX","Beaumont","","2013-September","2100-January","  30.07"," -94.29","     19","Jefferson","Lower Neches Valley Authority Canal-Taylor Bayou (120402010100)","SCAN:2207"
"SCAN","2013","TX","Kingsville","","2013-September","2100-January","  27.55"," -97.88","     67","Kleberg","Tranquitas Creek (121102040409)","SCAN:2206"
"SCAN","2013","TX","Knox City","","2013-September","2100-January","  33.45"," -99.87","   1448","Knox","Knox City Cemetery-Brazos River (120601010206)","SCAN:2201"
"SCAN","2013","TX","Riesel","","2013-September","2100-January","  31.48"," -96.88","    539","Falls","Pin Oak Creek-Brushy Creek (120701010206)","SCAN:2199"
"SCAN","2013","TX","San Angelo","","2013-September","2100-January","  31.55","-100.51","   1970","Tom Green","OC Fisher Lake (120901040509)","SCAN:2200"
"SCAN","2013","TX","Stephenville","","2013-September","2100-January","  32.25"," -98.20","   1311","Erath","Indian Creek-North Bosque River (120602040103)","SCAN:2203"
"SCAN","2013","TX","Uvalde","","2013-September","2100-January","  29.22"," -99.76","    915","Uvalde","Cooks Slough-Leona River (121101060903)","SCAN:2204"
"SCAN","2013","TX","Vernon","","2013-September","2100-January","  34.02"," -99.25","   1184","Wilbarger","Turkey Creek (111302070302)","SCAN:2202"
"SCAN","2013","TX","Weslaco","","2013-September","2100-January","  26.16"," -97.96","     57","Hidalgo","Upper Pilot Channel-Laguna Madre (121102080300)","SCAN:2205"
"SCAN","2013","WA","Cook Farm Field D","","2013-July","2100-January","  46.78","-117.08","   2727","Whitman","Missouri Flat Creek (170601080203)","SCAN:2198"
"SCAN","2013","WI","UW Platteville","","2013-September","2100-January","  42.71"," -90.39","   1075","Lafayette","Pats Creek-Galena River (070600050302)","SCAN:2196"
"SCAN","2012","AK","Lower Mulchatna","","2012-September","2100-January","  59.82","-156.99","    320","Dillingham","190303021706-Mulchatna River (190303021706)","SCAN:1233"
"SCAN","2012","AK","Weary Lake","","2012-September","2100-January","  59.13","-159.09","    100","Dillingham","Middle Weary River (190303060102)","SCAN:1234"
"SCAN","2012","CA","Cochora Ranch","","2012-June","2100-January","  35.12","-119.60","   2697","San Luis Obispo","Black Sulphur Spring-Carrizo Plain (180600030102)","SCAN:2189"
"SCAN","2012","CA","Death Valley Jct","","2012-June","2100-January","  36.33","-116.35","   2062","Inyo","Ash Meadows (180902021504)","SCAN:2190"
"SCAN","2012","CA","Deep Springs","","2011-November","2100-January","  37.37","-117.97","   5399","Inyo","Lower Wyman Creek (180902010102)","SCAN:2187"
"SCAN","2012","CA","Desert Center","","2011-November","2100-January","  33.80","-115.31","    556","Riverside","181001004703-Pinto Wash (181001004703)","SCAN:2183"
"SCAN","2012","CA","Doe Ridge","","2012-June","2100-January","  37.63","-118.83","   7340","Mono","Convict Creek (180901020207)","SCAN:2191"
"SCAN","2012","CA","Eagle Lake","","2012-June","2100-January","  40.62","-120.72","   5134","Lassen","Merrill Creek-Frontal Eagle Lake (180800030305)","SCAN:2192"
"SCAN","2012","CA","Essex","","2011-November","2100-January","  34.67","-115.17","   2644","San Bernardino","Honeymoon Wash-Watson Wash (181001003308)","SCAN:2185"
"SCAN","2012","CA","Ford Dry Lake","","2011-November","2100-January","  33.65","-115.10","    394","Riverside","181001005405 (181001005405)","SCAN:2184"
"SCAN","2012","CA","Shadow Mtns","","2011-November","2100-January","  35.47","-115.72","   3643","San Bernardino","Halloran Summit (180902031105)","SCAN:2186"
"SCAN","2012","MO","Journagan Ranch","","2012-July","2100-January","  37.00"," -92.26","   1106","Douglas","Clifty Creek (110100060102)","SCAN:2194"
"SCAN","2012","MO","Schell-Osage","","2012-July","2100-January","  37.99"," -94.04","    793","St. Clair","Baker Branch-Osage River (102901050206)","SCAN:2193"
"SCAN","2012","PR","Corozal","","2012-September","2100-January","  18.32"," -66.36","    852","Corozal","Rio Unibon (210100020104)","SCAN:2188"
"SCAN","2010","AL","Broad Acres","","2010-April","2100-January","  32.28"," -86.05","    269","Montgomery","Johnsons Creek (031501100803)","SCAN:2177"
"SCAN","2010","AL","Dee River Ranch","","2010-April","2100-January","  33.11"," -88.31","    160","Pickens","Dinsmore-Bogue Chitto (031601060504)","SCAN:2174"
"SCAN","2010","AL","Isbell Farms","","2010-April","2100-January","  34.82"," -87.99","    603","Colbert","Colbert Creek-Pickwick Lake (060300051002)","SCAN:2173"
"SCAN","2010","AL","Koptis Farms","","2010-May","2100-January","  30.52"," -87.70","    135","Baldwin","Middle Fish River (031602050202)","SCAN:2180"
"SCAN","2010","AL","Morris Farms","","2010-April","2100-January","  32.41"," -85.91","    220","Macon","Lower Calebee Creek (031501100504)","SCAN:2178"
"SCAN","2010","AL","Perdido Riv Farms","","2010-May","2100-January","  31.11"," -87.55","    299","Escambia","Headwaters Perdido River (031401060101)","SCAN:2181"
"SCAN","2010","AL","River Road Farms","","2010-May","2100-January","  31.02"," -85.04","    107","Houston","Irwin Mill Creek-Chattahoochee River (031300040801)","SCAN:2182"
"SCAN","2010","AL","Selma","","2010-April","2100-January","  32.40"," -86.89","    140","Dallas","Beech Creek (031502011205)","SCAN:2176"
"SCAN","2010","AL","Sudduth Farms","","2010-April","2100-January","  34.18"," -87.46","    772","Winston","Widows Creek-Clear Creek (031601100303)","SCAN:2179"
"SCAN","2010","AL","Wedowee","","2010-April","2100-January","  33.33"," -85.52","    934","Randolph","Allen Branch (031501080906)","SCAN:2175"
"SCAN","2010","NM","Alcalde","","2010-March","2100-January","  36.09","-106.06","   5693","Rio Arriba","Rio Chama-Rio Grande (130201011107)","SCAN:2172"
"SCAN","2010","NM","Jornada Exp Range","","2009-October","2100-January","  32.56","-106.70","   4360","Dona Ana","Burke Spring (130301030502)","SCAN:2168"
"SCAN","2010","NM","Sevilleta","","2010-March","2100-January","  34.36","-106.69","   5233","Socorro","Bootleg Canyon (130202030703)","SCAN:2171"
"SCAN","2010","UT","Cave Valley","","2010-April","2100-January","  37.36","-113.12","   6273","Washington","Dry Creek (150100080503)","SCAN:2161"
"SCAN","2010","UT","Goshute","","2010-March","2100-January","  39.99","-114.00","   5487","Tooele","West Deep Creek (160203060808)","SCAN:2165"
"SCAN","2010","UT","Grouse Creek","","2010-May","2100-January","  41.78","-113.82","   5835","Box Elder","Kimbell Creek-Grouse Creek (160203080103)","SCAN:2160"
"SCAN","2010","UT","Hals Canyon","","2010-March","2100-January","  38.59","-113.75","   5260","Millard","Cottonwood Wash-Frontal Pine Valley Hardpan (160203020303)","SCAN:2164"
"SCAN","2010","UT","Harms Way","","2010-March","2100-January","  38.31","-109.24","   7055","San Juan","East Coyote Wash (140300020802)","SCAN:2166"
"SCAN","2010","UT","Little Red Fox","","2010-January","2100-January","  40.18","-110.30","   5395","Duchesne","Rocky Point-Duchesne River (140600030406)","SCAN:2155"
"SCAN","2010","UT","Manderfield","","2010-April","2100-January","  38.37","-112.64","   6185","Beaver","Upper Indian Creek (160300070101)","SCAN:2156"
"SCAN","2010","UT","Panguitch","","2010-January","2100-January","  37.87","-112.43","   6534","Garfield","East Bench-Sevier River (160300010502)","SCAN:2157"
"SCAN","2010","UT","Park Valley","","2010-January","2100-January","  41.77","-113.29","   5098","Box Elder","Cotton Creek (160203081407)","SCAN:2153"
"SCAN","2010","UT","Sand Hollow","","2010-January","2100-January","  37.11","-113.36","   3088","Washington","Workman Wash (150100080907)","SCAN:2159"
"SCAN","2010","UT","Split Mountain","","2010-January","2100-January","  40.39","-109.35","   4844","Uintah","Stewart Lake-Green River (140600101102)","SCAN:2154"
"SCAN","2010","UT","Spooky","","2010-April","2100-January","  37.51","-111.26","   5341","Kane","Dry Fork Coyote Gulch (140700050701)","SCAN:2158"
"SCAN","2010","UT","Tule Valley","","2010-March","2100-January","  39.24","-113.46","   4592","Millard","Marjum Canyon (160203030103)","SCAN:2163"
"SCAN","2010","UT","Vermillion","","2010-April","2100-January","  37.19","-112.19","   6392","Kane","Lower Deer Spring Wash (140700070405)","SCAN:2162"
"SCAN","2009","CA","Marble Creek","","2009-May","2100-January","  37.78","-118.42","   6183","Mono","Rock Creek-Spring Canyon Creek (180901020501)","SCAN:2149"
"SCAN","2009","ID","Jordan Valley Cwma","","2008-December","2100-January","  42.95","-117.01","   4508","Owyhee","Glass Gulch-Jordan Creek (170501080405)","SCAN:2148"
"SCAN","2009","NM","Los Lunas PMC","","2009-September","2100-January","  34.77","-106.76","   4846","Valencia","Town of Chavez-Rio Grande (130202030604)","SCAN:2169"
"SCAN","2009","UT","Buffalo Jump","","2009-August","2100-January","  41.34","-111.19","   6682","Rich","Coyote Creek (160101010403)","SCAN:2151"
"SCAN","2009","UT","Chicken Ridge","","2009-August","2100-January","  41.33","-111.30","   7649","Morgan","Upper Lost Creek (160201010603)","SCAN:2150"
"SCAN","2009","UT","Dugway","","2009-June","2100-January","  40.17","-113.02","   4314","Tooele","Camels Back Ridge (160203061009)","SCAN:2167"
"SCAN","2009","UT","Grantsville","","2009-August","2100-January","  40.59","-112.39","   4337","Tooele","South Willow Creek-Frontal Great Salt Lake (160203040503)","SCAN:2152"
"SCAN","2008","KS","Ku-Nesa","","2008-August","2100-January","  39.05"," -95.19","   1102","Jefferson","Lake Dabanawa-Mud Creek (102701040502)","SCAN:2147"
"SCAN","2008","NV","Charkiln","","2007-October","2100-January","  36.37","-115.82","   6683","Clark","Upper Wheeler Wash (160600150101)","SCAN:2145"
"SCAN","2008","NV","Hayford Peak","","2007-October","2100-January","  36.66","-115.20","   9870","Clark","White Sage Flat (150100150101)","SCAN:2143"
"SCAN","2008","NV","Kyle Canyon","","2007-October","2100-January","  36.27","-115.61","   7046","Clark","Kyle Canyon (150100150301)","SCAN:2141"
"SCAN","2008","NV","Lovell Summit","","2007-October","2100-January","  36.17","-115.61","   6582","Clark","Wild Rose Spring (160600150401)","SCAN:2146"
"SCAN","2008","NV","Pine Nut","","2007-October","2100-January","  36.57","-115.20","   6780","Clark","Horse Canyon (150100150202)","SCAN:2144"
"SCAN","2008","NV","Trough Springs","","2007-October","2100-January","  36.37","-115.78","   7846","Clark","Upper Wheeler Wash (160600150101)","SCAN:2142"
"SCAN","2008","VI","Cinnamon Bay","","2008-September","2100-January","  18.35"," -64.75","    310","St. John","Northern St. John (210200010201)","SCAN:2124"
"SCAN","2007","MT","Conrad Ag Rc","","2006-October","2100-January","  48.30","-111.92","   3706","Pondera","Letz Lake-Dry Fork Marias River (100302030705)","SCAN:2117"
"SCAN","2007","MT","Jordan","","2007-June","2100-January","  47.52","-107.13","   2820","Garfield","Upper Hell Creek (100401041801)","SCAN:2121"
"SCAN","2007","MT","Moccasin","","2006-October","2100-January","  47.06","-109.95","   4256","Judith Basin","Town of Moccasin (100401030508)","SCAN:2119"
"SCAN","2007","MT","Sidney","","2006-October","2100-January","  47.77","-104.25","   2274","Richland","First Hay Creek (101000042503)","SCAN:2120"
"SCAN","2007","MT","Violett","","2006-October","2100-January","  48.44","-111.18","   3225","Liberty","Lower Eagle Creek (100302040502)","SCAN:2118"
"SCAN","2007","PR","Fortuna","","2006-November","2100-January","  18.03"," -66.53","     93","Juana Diaz","Rio Jacaguas at mouth (210100040313)","SCAN:2122"
"SCAN","2007","UT","Alkali Mesa","","2007-September","2100-January","  37.67","-109.36","   6445","San Juan","Devil Canyon (140802030601)","SCAN:2138"
"SCAN","2007","UT","Blue Creek","","2007-September","2100-January","  41.94","-112.43","   5179","Box Elder","Headwaters Blue Creek (160203090802)","SCAN:2135"
"SCAN","2007","UT","Cache Junction","","2007-September","2100-January","  41.82","-111.98","   4425","Cache","Cutler Reservoir-Bear River (160102020706)","SCAN:2136"
"SCAN","2007","UT","Circleville","","2007-May","2100-January","  38.15","-112.25","   6120","Piute","Lost Creek (160300010604)","SCAN:2125"
"SCAN","2007","UT","Eastland","","2007-May","2100-January","  37.78","-109.17","   6837","San Juan","Horsehead Canyon (140802030109)","SCAN:2130"
"SCAN","2007","UT","Enterprise","","2007-May","2100-January","  37.63","-113.64","   5250","Iron","Newcastle (160300061307)","SCAN:2128"
"SCAN","2007","UT","Ephraim","","2007-May","2100-January","  39.37","-111.58","   5531","Sanpete","Pigeon Creek (160300040303)","SCAN:2126"
"SCAN","2007","UT","Holden","","2007-May","2100-January","  39.19","-112.40","   4745","Millard","Whiskey Creek (160300051502)","SCAN:2127"
"SCAN","2007","UT","Mccracken Mesa","","2007-September","2100-January","  37.45","-109.34","   5315","San Juan","McCracken Canyon (140802010508)","SCAN:2140"
"SCAN","2007","UT","Milford","","2007-May","2100-January","  38.34","-113.01","   5005","Beaver","Pole Canyon-Beaver River (160300070406)","SCAN:2129"
"SCAN","2007","UT","Morgan","","2007-May","2100-January","  41.00","-111.69","   5113","Morgan","Outlet East Canyon Creek (160201020106)","SCAN:2133"
"SCAN","2007","UT","Mountain Home","","2007-September","2100-January","  40.37","-110.41","   6927","Duchesne","Middle Pigeon Water Creek (140600030802)","SCAN:2134"
"SCAN","2007","UT","Nephi","","2007-September","2100-January","  39.65","-111.87","   5245","Juab","Fourmile Creek (160202010101)","SCAN:2137"
"SCAN","2007","UT","Price","","2007-May","2100-January","  39.53","-110.81","   5637","Carbon","Outlet Miller Creek (140600070603)","SCAN:2132"
"SCAN","2007","UT","West Summit","","2007-September","2100-January","  38.01","-109.13","   6993","San Juan","Iron Spring Canyon-East Canyon (140300050503)","SCAN:2139"
"SCAN","2007","VI","Upper Bethlehem","","2006-November","2100-January","  17.72"," -64.80","    119","St. Croix","Southcentral-west St. Croix (210200020203)","SCAN:2123"
"SCAN","2006","AL","Cullman-NAHRC","","2006-May","2100-January","  34.19"," -86.80","    799","Cullman","Eightmile Creek (031601090104)","SCAN:2113"
"SCAN","2006","AL","Livingston-UWA","","2006-May","2100-January","  32.61"," -88.20","    144","Sumter","Shumulla Creek-Sucarnoochee River (031602020404)","SCAN:2114"
"SCAN","2006","AL","Tuskegee","","2006-May","2100-January","  32.43"," -85.75","    400","Macon","Middle Calebee Creek (031501100503)","SCAN:2115"
"SCAN","2006","NE","Johnson Farm","","2005-October","2100-January","  40.37","-101.72","   3341","Chase","Old Baldy Mountain (102500040102)","SCAN:2111"
"SCAN","2006","NV","Lovelock NNR","","2006-September","2100-January","  40.09","-118.49","   3934","Pershing","City of Lovelock-Humboldt River (160401081100)","SCAN:2116"
"SCAN","2006","PR","Mayaguez TARS","","2006-March","2100-January","  18.21"," -67.14","     45","Mayaguez","Rio Yaguez (210100030301)","SCAN:2112"
"SCAN","2005","HI","Island Dairy","","2005-February","2019-January","  20.00","-155.29","   1160","Hawaii","Kaula Gulch (200100000206)","SCAN:2100"
"SCAN","2005","HI","Kainaliu","","2005-February","2100-January","  19.53","-155.93","   1364","Hawaii","Keauhou Bay (200100001102)","SCAN:2096"
"SCAN","2005","HI","Kemole Gulch","","2005-February","2100-January","  19.91","-155.59","   4163","Hawaii","Kemole Gulch (200100001403)","SCAN:2103"
"SCAN","2005","HI","Kukuihaele","","2005-February","2100-January","  20.10","-155.51","    947","Hawaii","Kahaupu Gulch (200100000203)","SCAN:2097"
"SCAN","2005","HI","Mana House","","2005-February","2100-January","  19.96","-155.54","   4234","Hawaii","Waipunahoe Gulch (200100000202)","SCAN:2102"
"SCAN","2005","HI","Pua Akala","","2005-February","2100-January","  19.79","-155.33","   6394","Hawaii","Ainahou (200100000405)","SCAN:2098"
"SCAN","2005","HI","Silver Sword","","2005-February","2100-January","  19.77","-155.42","   9324","Hawaii","Waiaama Gulch (200100000401)","SCAN:2101"
"SCAN","2005","HI","Waimea Plain","","2005-February","2100-January","  20.01","-155.60","   3039","Hawaii","Waiulili Stream (200100000201)","SCAN:2099"
"SCAN","2005","MS","Mayday","","2005-September","2100-January","  32.86"," -90.52","    108","Yazoo","Wade Bayou (080302060902)","SCAN:2110"
"SCAN","2005","MS","Sandy Ridge","","2005-September","2100-January","  33.66"," -90.57","    138","Sunflower","Standing Stump Bayou (080302070406)","SCAN:2109"
"SCAN","2005","NM","Crossroads","","2005-March","2100-January","  33.54","-103.24","   4055","Lea","120800010103 (120800010103)","SCAN:2107"
"SCAN","2005","NM","Willow Wells","","2005-March","2100-January","  33.53","-103.63","   4537","Lea","Copper Ranch (120800040101)","SCAN:2108"
"SCAN","2005","TX","Lehman","","2005-March","2100-January","  33.63","-102.75","   3767","Cochran","120800010301 (120800010301)","SCAN:2106"
"SCAN","2005","TX","Levelland","","2005-March","2100-January","  33.55","-102.37","   3510","Hockley","Levelland Municipal Airport-City of Levelland (120500040203)","SCAN:2105"
"SCAN","2005","TX","Reese Center","","2005-March","2100-January","  33.62","-102.04","   3333","Lubbock","120500011203-Smyer Oil Field (120500011203)","SCAN:2104"
"SCAN","2005","UT","Green River","","2005-May","2100-January","  39.02","-110.16","   4103","Emery","Gunnison Valley-Green River (140600080208)","SCAN:2131"
"SCAN","2004","AR","Uapb Campus-PB","","2004-February","2100-January","  34.25"," -92.03","    232","Jefferson","Caney Creek-Caney Bayou (111102070605)","SCAN:2083"
"SCAN","2004","AR","Uapb Dewitt","","2004-May","2100-January","  34.28"," -91.35","    197","Arkansas","Prices Branch-Little La Grue Bayou (080203030104)","SCAN:2091"
"SCAN","2004","AR","Uapb Point Remove","","2004-May","2100-January","  35.21"," -92.92","    315","Pope","Khun Bayou-Arkansas River (111102030304)","SCAN:2090"
"SCAN","2004","AR","Uapb-Earle","","2004-February","2100-January","  35.28"," -90.45","    213","Crittenden","Gibson Bayou-Tyronza River (080202031212)","SCAN:2085"
"SCAN","2004","AR","Uapb-Marianna","","2004-February","2100-January","  34.78"," -90.82","    217","Lee","Town of Cypress Corner-Big Cypress Creek (080203040301)","SCAN:2084"
"SCAN","2004","KS","Abrams","","2004-June","2100-January","  37.13"," -97.09","   1194","Cowley","Salt Creek-Arkansas River (110300130307)","SCAN:2092"
"SCAN","2004","KS","Centralia Lake","","2004-June","2100-January","  39.70"," -96.16","   1302","Nemaha","Town of Centralia-Black Vermillion River (102702050303)","SCAN:2094"
"SCAN","2004","KS","Phillipsburg","","2004-June","2100-January","  39.79"," -99.33","   1986","Phillips","Plotner Creek-Deer Creek (102600120103)","SCAN:2093"
"SCAN","2004","MS","North Issaquena","","2004-February","2100-January","  33.00"," -91.06","    112","Issaquena","South Lake Washington (080302090304)","SCAN:2087"
"SCAN","2004","MS","Silver City","","2004-February","2100-January","  33.09"," -90.51","    115","Humphreys","Silver Creek-Silver Creek (080302071705)","SCAN:2086"
"SCAN","2004","MS","Tnc Fort Bayou","","2003-November","2100-January","  30.47"," -88.74","     43","Jackson","Old Fort Bayou (031700090604)","SCAN:2082"
"SCAN","2004","OH","Sunleaf Nursery","","2003-November","2100-January","  41.80"," -81.08","    670","Lake","Arcola Creek (041100030203)","SCAN:2073"
"SCAN","2004","VA","Reynolds Homestead","","2004-April","2100-January","  36.63"," -80.13","   1127","Patrick","Koger Creek-North Mayo River (030101030407)","SCAN:2089"
"SCAN","2004","VA","Shenandoah","","2004-April","2100-January","  37.92"," -79.20","   1763","Augusta","Upper South River (020802020402)","SCAN:2088"
"SCAN","2003","AK","Nenana","","2002-October","2100-January","  64.69","-148.91","    415","Yukon-koyukuk","Little Goldstream Creek (190803090803)","SCAN:2081"
"SCAN","2003","AK","Tok","","2002-October","2100-January","  63.35","-142.98","   1630","Southeast Fairbanks","Tanacross (190803020903)","SCAN:2080"
"SCAN","2003","AL","Bragg Farm","","2003-August","2100-January","  34.89"," -86.60","    798","Madison","Lower Brier Fork (060300020306)","SCAN:2078"
"SCAN","2003","KY","Mammoth Cave","","2003-August","2100-January","  37.19"," -86.04","    800","Hart","Ugly Creek-Green River (051100010808)","SCAN:2079"
"SCAN","2003","OR","Lynhart Ranch","","2003-June","2100-January","  42.02","-121.39","   4092","Klamath","Mills Creek-Tule Lake Valley (180102040906)","SCAN:2074"
"SCAN","2003","PR","Isabela","","2003-August","2100-January","  18.47"," -67.04","     50","Isabela","210100020507 (210100020507)","SCAN:2052"
"SCAN","2003","SD","Eros Data Center","","2003-May","2100-January","  43.74"," -96.61","   1602","Minnehaha","Lower West Pipestone Creek (101702031402)","SCAN:2072"
"SCAN","2003","TN","Allen Farms","","2003-June","2100-January","  35.07"," -86.89","    705","Giles","Elk River-Kelly Creek (060300030905)","SCAN:2076"
"SCAN","2003","TN","Eastview Farm","","2003-June","2100-January","  35.14"," -86.19","   1054","Franklin","Beans Creek Lower (060300030602)","SCAN:2077"
"SCAN","2003","TN","McAllister Farm","","2003-June","2100-January","  35.06"," -86.59","    913","Lincoln","West Fork-Flint River (060300020302)","SCAN:2075"
"SCAN","2002","AK","Aniak","","2002-July","2100-January","  61.58","-159.58","     80","Bethel","Aniak Slough-Kuskokwim River (190305020504)","SCAN:2065"
"SCAN","2002","AK","Moose Inc","","2002-May","2100-January","  59.68","-151.37","    132","Kenai Cook Inlet","Fritz Creek (190203010805)","SCAN:2062"
"SCAN","2002","AK","Schor Garden","","2002-May","2100-January","  59.68","-151.38","    393","Kenai Peninsula","Swift Creek-Frontal Kachemak Bay (190203010806)","SCAN:2063"
"SCAN","2002","AL","AAMU-JTG","","2002-February","2100-January","  34.78"," -86.55","    860","Madison","Acuff Spring-Flint River (060300020403)","SCAN:2057"
"SCAN","2002","AL","Hodges","","2002-February","2100-January","  34.44"," -86.17","    730","Marshall","Minky Creek-Town Creek (060300010705)","SCAN:2055"
"SCAN","2002","AL","Stanley Farm","","2002-February","2100-January","  34.43"," -86.68","    635","Morgan","Middle Cotaco Creek (060300020605)","SCAN:2056"
"SCAN","2002","AL","Wtars","","2002-February","2100-January","  34.90"," -86.53","    625","Madison","Lower Brier Fork (060300020306)","SCAN:2053"
"SCAN","2002","IA","Shagbark Hills","","2002-June","2100-January","  42.43"," -95.77","   1400","Woodbury","Coon Creek (102300031501)","SCAN:2068"
"SCAN","2002","MD","Powder Mill","","2001-October","2100-January","  39.02"," -76.85","    105","Prince George's","Upper Anacostia River (020700100203)","SCAN:2049"
"SCAN","2002","MO","Mt Vernon","","2002-March","2100-January","  37.07"," -93.88","   1150","Lawrence","Town of Freistatt-Spring River (110702070107)","SCAN:2060"
"SCAN","2002","MO","Powell Gardens","","2002-March","2100-January","  38.87"," -94.03","    960","Johnson","Headwaters South Fork Blackwater River (103001040102)","SCAN:2061"
"SCAN","2002","MS","Perthshire","","2002-April","2100-January","  33.97"," -90.90","    200","Bolivar","Brook Bayou (080302071101)","SCAN:2046"
"SCAN","2002","MS","Scott","","2002-August","2100-January","  33.62"," -91.10","    165","Bolivar","Big Monocnoc Lake (080302071801)","SCAN:2070"
"SCAN","2002","NH","Hubbard Brook","","2002-September","2100-January","  43.93"," -71.72","   1480","Grafton","Mill Brook-Pemigewasset River (010700010205)","SCAN:2069"
"SCAN","2002","PR","Bosque Seco","","2002-June","2100-January","  17.97"," -66.87","    541","Guanica","Coastal Watersheds East of Rio Loco mouth (210100040109)","SCAN:2067"
"SCAN","2002","PR","Combate","","2002-June","2100-January","  17.98"," -67.17","     33","Cabo Rojo","Coastal Watersheds South of Valle de Lajas (210100040108)","SCAN:2066"
"SCAN","2001","IA","Ames","","2001-September","2100-January","  42.02"," -93.73","   1073","Boone","Worrell Creek-Squaw Creek (070801050307)","SCAN:2031"
"SCAN","2001","MN","Glacial Ridge","","2001-September","2100-January","  47.72"," -96.27","   1125","Polk","Kripple Creek (090203030503)","SCAN:2050"
"SCAN","2001","MO","Dexter","","2001-September","2100-January","  36.78"," -89.93","    305","Stoddard","Main Ditch (080202040502)","SCAN:2048"
"SCAN","2001","MO","Spickard","","2001-September","2100-January","  40.25"," -93.72","    911","Audrain","Cat Creek-Thompson River (102801021004)","SCAN:2047"
